大專校院各校科系別概況										
105 學年度 SY2016-2017										
學校代碼	學校名稱	科系代碼	科系名稱	日間∕進修別	等級別	學生數	教師數	上學年度畢業生數	縣市名稱	體系別
0004	國立臺灣師範大學	310601	地理學系	D 日	M 碩士	69	0	21	30 臺北市	3 師範
0004	國立臺灣師範大學	310601	地理學系	D 日	B 學士	317	23	64	30 臺北市	3 師範
0004	國立臺灣師範大學	310702	東亞學系	D 日	B 學士	200	14	39	30 臺北市	3 師範
0004	國立臺灣師範大學	320702	圖文傳播(藝術)學系	D 日	B 學士	192	10	41	30 臺北市	3 師範
0004	國立臺灣師範大學	340301	企業管理學系	D 日	B 學士	241	7	43	30 臺北市	3 師範
0004	國立臺灣師範大學	340306	管理(科學)學系	D 日	M 碩士	61	7	30	30 臺北市	3 師範
0004	國立臺灣師範大學	349920	(國際)人力資源發展學系	D 日	M 碩士	66	6	25	30 臺北市	3 師範
0004	國立臺灣師範大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	177	0	43	30 臺北市	3 師範
0004	國立臺灣師範大學	420103	生命科學系	D 日	M 碩士	94	0	34	30 臺北市	3 師範
0004	國立臺灣師範大學	420103	生命科學系	D 日	B 學士	244	30	57	30 臺北市	3 師範
0004	國立臺灣師範大學	440101	化學系	D 日	M 碩士	173	0	81	30 臺北市	3 師範
0004	國立臺灣師範大學	440101	化學系	D 日	B 學士	319	25	80	30 臺北市	3 師範
0004	國立臺灣師範大學	440201	地球科學系	D 日	B 學士	153	18	32	30 臺北市	3 師範
0004	國立臺灣師範大學	440301	物理學系	D 日	M 碩士	67	0	33	30 臺北市	3 師範
0004	國立臺灣師範大學	440301	物理學系	D 日	B 學士	283	29	70	30 臺北市	3 師範
0004	國立臺灣師範大學	460101	數學系	D 日	B 學士	385	34	74	30 臺北市	3 師範
0004	國立臺灣師範大學	520101	電機(與控制)工程學系	D 日	M 碩士	60	0	30	30 臺北市	3 師範
0004	國立臺灣師範大學	520101	電機(與控制)工程學系	D 日	B 學士	191	14	42	30 臺北市	3 師範
0004	國立臺灣師範大學	520108	光電科技(學)研究所	D 日	M 碩士	56	8	22	30 臺北市	3 師範
0004	國立臺灣師範大學	520114	資訊工程學系	D 日	M 碩士	127	0	54	30 臺北市	3 師範
0004	國立臺灣師範大學	520114	資訊工程學系	D 日	B 學士	193	16	40	30 臺北市	3 師範
0004	國立臺灣師範大學	520226	(機械與)機電工程學系	D 日	M 碩士	59	0	21	30 臺北市	3 師範
0004	國立臺灣師範大學	520226	(機械與)機電工程學系	D 日	B 學士	237	14	51	30 臺北市	3 師範
0004	國立臺灣師範大學	810302	運動競技學系	D 日	M 碩士	68	0	20	30 臺北市	3 師範
0004	國立臺灣師範大學	810302	運動競技學系	D 日	B 學士	267	18	53	30 臺北市	3 師範
0004	國立臺灣師範大學	810531	運動休閒與餐旅管理研究所	D 日	M 碩士	89	11	47	30 臺北市	3 師範
0005	國立成功大學	140101	教育學系	D 日	M 碩士	56	8	21	21 臺南市	1 一般
0005	國立成功大學	220101	臺灣文學系	D 日	B 學士	210	15	43	21 臺南市	1 一般
0005	國立成功大學	220201	(中)國(語)文學系	D 日	M 碩士	81	0	22	21 臺南市	1 一般
0005	國立成功大學	220201	(中)國(語)文學系	D 日	B 學士	247	30	63	21 臺南市	1 一般
0005	國立成功大學	220301	外國語文學系	D 日	M 碩士	58	0	21	21 臺南市	1 一般
0005	國立成功大學	220301	外國語文學系	D 日	B 學士	275	33	66	21 臺南市	1 一般
0005	國立成功大學	220901	(歷)史學系	D 日	B 學士	245	24	48	21 臺南市	1 一般
0005	國立成功大學	230303	工業(產品)設計學系	D 日	M 碩士	89	0	32	21 臺南市	1 一般
0005	國立成功大學	230303	工業(產品)設計學系	D 日	B 學士	214	13	55	21 臺南市	1 一般
0005	國立成功大學	310101	經濟學系	D 日	B 學士	279	13	71	21 臺南市	1 一般
0005	國立成功大學	310201	政治學系	D 日	B 學士	246	9	48	21 臺南市	1 一般
0005	國立成功大學	310501	(應用)心理學系	D 日	B 學士	263	12	44	21 臺南市	1 一般
0005	國立成功大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	M 碩士	80	0	36	21 臺南市	1 一般
0005	國立成功大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	B 學士	273	11	65	21 臺南市	1 一般
0005	國立成功大學	340301	企業管理學系	D 日	M 碩士	97	0	53	21 臺南市	1 一般
0005	國立成功大學	340301	企業管理學系	D 日	B 學士	260	13	61	21 臺南市	1 一般
0005	國立成功大學	340301	企業管理學系	N 職	M 碩士	83	0	26	21 臺南市	1 一般
0005	國立成功大學	340303	經營(與)管理(技術)學系	D 日	M 碩士	42	0	24	21 臺南市	1 一般
0005	國立成功大學	340307	國際企業(與)(管理)學系	D 日	M 碩士	66	4	25	21 臺南市	1 一般
0005	國立成功大學	340310	國際(經營)(專業)管理學位學程(含IMBA)	D 日	M 碩士	99	7	31	21 臺南市	1 一般
0005	國立成功大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	50	5	28	21 臺南市	1 一般
0005	國立成功大學	340501	(計量)(數量)財務金融學系	N 職	M 碩士	126	0	56	21 臺南市	1 一般
0005	國立成功大學	349908	工業與資訊管理學系	D 日	M 碩士	89	0	38	21 臺南市	1 一般
0005	國立成功大學	349908	工業與資訊管理學系	D 日	B 學士	248	15	54	21 臺南市	1 一般
0005	國立成功大學	349908	工業與資訊管理學系	N 職	M 碩士	91	0	30	21 臺南市	1 一般
0005	國立成功大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	203	0	71	21 臺南市	1 一般
0005	國立成功大學	380101	法律學系	D 日	M 碩士	172	0	42	21 臺南市	1 一般
0005	國立成功大學	380101	法律學系	D 日	B 學士	295	21	62	21 臺南市	1 一般
0005	國立成功大學	420103	生命科學系	D 日	B 學士	196	20	44	21 臺南市	1 一般
0005	國立成功大學	420501	生物化學(暨分子生物)研究所	D 日	M 碩士	52	9	20	21 臺南市	1 一般
0005	國立成功大學	440101	化學系	D 日	M 碩士	115	0	51	21 臺南市	1 一般
0005	國立成功大學	440101	化學系	D 日	B 學士	242	24	56	21 臺南市	1 一般
0005	國立成功大學	440201	地球科學系	D 日	M 碩士	56	0	23	21 臺南市	1 一般
0005	國立成功大學	440201	地球科學系	D 日	B 學士	185	17	36	21 臺南市	1 一般
0005	國立成功大學	440301	物理學系	D 日	M 碩士	84	0	50	21 臺南市	1 一般
0005	國立成功大學	440301	物理學系	D 日	B 學士	210	33	53	21 臺南市	1 一般
0005	國立成功大學	460101	數學系	D 日	B 學士	200	35	57	21 臺南市	1 一般
0005	國立成功大學	460201	統計(科學)(資訊)學系	D 日	M 碩士	49	0	21	21 臺南市	1 一般
0005	國立成功大學	460201	統計(科學)(資訊)學系	D 日	B 學士	228	17	67	21 臺南市	1 一般
0005	國立成功大學	480109	資訊管理(技術)學系	D 日	M 碩士	48	7	27	21 臺南市	1 一般
0005	國立成功大學	520101	電機(與控制)工程學系	D 日	D 博士	148	0	21	21 臺南市	1 一般
0005	國立成功大學	520101	電機(與控制)工程學系	D 日	M 碩士	441	0	173	21 臺南市	1 一般
0005	國立成功大學	520101	電機(與控制)工程學系	D 日	B 學士	617	54	130	21 臺南市	1 一般
0005	國立成功大學	520103	(微)電子(工程)學系	D 日	M 碩士	112	10	49	21 臺南市	1 一般
0005	國立成功大學	520106	光電(科學與)工程學系	D 日	M 碩士	146	0	59	21 臺南市	1 一般
0005	國立成功大學	520106	光電(科學與)工程學系	D 日	B 學士	213	21	40	21 臺南市	1 一般
0005	國立成功大學	520114	資訊工程學系	D 日	M 碩士	262	0	100	21 臺南市	1 一般
0005	國立成功大學	520114	資訊工程學系	D 日	B 學士	461	28	85	21 臺南市	1 一般
0005	國立成功大學	520168	電腦與通信(工程)研究所	D 日	M 碩士	234	17	78	21 臺南市	1 一般
0005	國立成功大學	520169	製造資訊與系統研究所	D 日	M 碩士	61	7	24	21 臺南市	1 一般
0005	國立成功大學	520201	(動力)機械工程學系	D 日	M 碩士	348	0	159	21 臺南市	1 一般
0005	國立成功大學	520201	(動力)機械工程學系	D 日	B 學士	682	52	155	21 臺南市	1 一般
0005	國立成功大學	520205	航空太空工程學系	D 日	M 碩士	230	0	90	21 臺南市	1 一般
0005	國立成功大學	520205	航空太空工程學系	D 日	B 學士	262	32	57	21 臺南市	1 一般
0005	國立成功大學	520228	系統及船舶機電工程學系	D 日	M 碩士	93	0	43	21 臺南市	1 一般
0005	國立成功大學	520228	系統及船舶機電工程學系	D 日	B 學士	205	17	50	21 臺南市	1 一般
0005	國立成功大學	520301	土木工程學系	D 日	M 碩士	235	0	100	21 臺南市	1 一般
0005	國立成功大學	520301	土木工程學系	D 日	B 學士	456	35	116	21 臺南市	1 一般
0005	國立成功大學	520401	化學工程學系	D 日	M 碩士	232	0	98	21 臺南市	1 一般
0005	國立成功大學	520401	化學工程學系	D 日	B 學士	558	37	141	21 臺南市	1 一般
0005	國立成功大學	520502	材料科學(與)(工程)學系	D 日	M 碩士	240	0	103	21 臺南市	1 一般
0005	國立成功大學	520502	材料科學(與)(工程)學系	D 日	B 學士	341	28	84	21 臺南市	1 一般
0005	國立成功大學	520513	資源工程學系	D 日	M 碩士	82	0	48	21 臺南市	1 一般
0005	國立成功大學	520513	資源工程學系	D 日	B 學士	219	18	47	21 臺南市	1 一般
0005	國立成功大學	520802	測量及空間資訊學系	D 日	M 碩士	59	0	20	21 臺南市	1 一般
0005	國立成功大學	520802	測量及空間資訊學系	D 日	B 學士	210	15	42	21 臺南市	1 一般
0005	國立成功大學	520901	環境工程學系	D 日	M 碩士	97	0	39	21 臺南市	1 一般
0005	國立成功大學	520901	環境工程學系	D 日	B 學士	224	17	64	21 臺南市	1 一般
0005	國立成功大學	521002	水利(及海洋)工程學系	D 日	M 碩士	101	0	44	21 臺南市	1 一般
0005	國立成功大學	521002	水利(及海洋)工程學系	D 日	B 學士	218	16	46	21 臺南市	1 一般
0005	國立成功大學	521108	生物醫學工程學系	D 日	M 碩士	105	0	37	21 臺南市	1 一般
0005	國立成功大學	521108	生物醫學工程學系	D 日	B 學士	133	18	30	21 臺南市	1 一般
0005	國立成功大學	521302	工程科學(及海洋工程)學系	D 日	M 碩士	184	0	80	21 臺南市	1 一般
0005	國立成功大學	521302	工程科學(及海洋工程)學系	D 日	B 學士	238	23	61	21 臺南市	1 一般
0005	國立成功大學	521302	工程科學(及海洋工程)學系	N 職	M 碩士	93	0	29	21 臺南市	1 一般
0005	國立成功大學	521304	工程管理研究所	N 職	M 碩士	125	0	32	21 臺南市	1 一般
0005	國立成功大學	580101	建築(工程)學系	D 日	M 碩士	173	0	84	21 臺南市	1 一般
0005	國立成功大學	580101	建築(工程)學系	D 日	B 學士	294	29	64	21 臺南市	1 一般
0005	國立成功大學	580301	都市計劃(與景觀建築)學系	D 日	M 碩士	106	0	49	21 臺南市	1 一般
0005	國立成功大學	580301	都市計劃(與景觀建築)學系	D 日	B 學士	202	16	50	21 臺南市	1 一般
0005	國立成功大學	720101	醫學系	D 日	B 學士	548	132	67	21 臺南市	1 一般
0005	國立成功大學	720116	基礎醫學研究所	D 日	D 博士	124	3	27	21 臺南市	1 一般
0005	國立成功大學	720216	環境醫學研究所	D 日	M 碩士	64	10	21	21 臺南市	1 一般
0005	國立成功大學	720401	物理治療系	D 日	B 學士	140	10	28	21 臺南市	1 一般
0005	國立成功大學	720402	職能治療學系	D 日	B 學士	119	11	34	21 臺南市	1 一般
0005	國立成功大學	720601	護理學系	D 日	M 碩士	91	0	23	21 臺南市	1 一般
0005	國立成功大學	720601	護理學系	D 日	B 學士	146	16	25	21 臺南市	1 一般
0005	國立成功大學	720708	醫學檢驗(暨)生物技術學系	D 日	B 學士	136	12	29	21 臺南市	1 一般
0005	國立成功大學	840104	交通管理科學系	D 日	M 碩士	78	0	27	21 臺南市	1 一般
0005	國立成功大學	840104	交通管理科學系	D 日	B 學士	238	16	56	21 臺南市	1 一般
0006	國立中興大學	220201	(中)國(語)文學系	D 日	B 學士	252	21	51	19 臺中市	1 一般
0006	國立中興大學	220201	(中)國(語)文學系	P 進	B 學士	176	0	35	19 臺中市	1 一般
0006	國立中興大學	220301	外國語文學系	D 日	B 學士	268	25	70	19 臺中市	1 一般
0006	國立中興大學	220301	外國語文學系	P 進	B 學士	268	0	26	19 臺中市	1 一般
0006	國立中興大學	220901	(歷)史學系	D 日	B 學士	256	16	53	19 臺中市	1 一般
0006	國立中興大學	229910	文化創意產業(發展)學系	P 進	B 學士	200	0	33	19 臺中市	1 一般
0006	國立中興大學	310102	應用經濟系	D 日	B 學士	224	14	53	19 臺中市	1 一般
0006	國立中興大學	310810	國家政策與公共事務研究所	N 職	M 碩士	65	0	28	19 臺中市	1 一般
0006	國立中興大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	B 學士	170	9	41	19 臺中市	1 一般
0006	國立中興大學	340301	企業管理學系	D 日	M 碩士	68	0	25	19 臺中市	1 一般
0006	國立中興大學	340301	企業管理學系	D 日	B 學士	222	15	55	19 臺中市	1 一般
0006	國立中興大學	340301	企業管理學系	P 進	B 學士	45	0	40	19 臺中市	1 一般
0006	國立中興大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	66	0	27	19 臺中市	1 一般
0006	國立中興大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	248	13	56	19 臺中市	1 一般
0006	國立中興大學	340801	行銷(管理)學系	D 日	M 碩士	44	0	26	19 臺中市	1 一般
0006	國立中興大學	340801	行銷(管理)學系	D 日	B 學士	192	13	51	19 臺中市	1 一般
0006	國立中興大學	349901	(商務)科技管理系	D 日	M 碩士	80	9	30	19 臺中市	1 一般
0006	國立中興大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	196	0	94	19 臺中市	1 一般
0006	國立中興大學	380101	法律學系	D 日	B 學士	178	13	47	19 臺中市	1 一般
0006	國立中興大學	380101	法律學系	N 職	M 碩士	97	0	22	19 臺中市	1 一般
0006	國立中興大學	420103	生命科學系	D 日	M 碩士	140	0	44	19 臺中市	1 一般
0006	國立中興大學	420103	生命科學系	D 日	B 學士	368	27	84	19 臺中市	1 一般
0006	國立中興大學	420107	昆蟲學系	D 日	B 學士	161	14	33	19 臺中市	1 一般
0006	國立中興大學	420302	(自然)生物科技學系	D 日	B 學士	126	12	33	19 臺中市	1 一般
0006	國立中興大學	440101	化學系	D 日	M 碩士	141	0	73	19 臺中市	1 一般
0006	國立中興大學	440101	化學系	D 日	B 學士	211	33	56	19 臺中市	1 一般
0006	國立中興大學	440301	物理學系	D 日	B 學士	227	19	49	19 臺中市	1 一般
0006	國立中興大學	460102	應用數學系	D 日	B 學士	328	21	71	19 臺中市	1 一般
0006	國立中興大學	480109	資訊管理(技術)學系	D 日	M 碩士	67	0	36	19 臺中市	1 一般
0006	國立中興大學	480109	資訊管理(技術)學系	D 日	B 學士	156	11	35	19 臺中市	1 一般
0006	國立中興大學	520101	電機(與控制)工程學系	D 日	M 碩士	159	0	56	19 臺中市	1 一般
0006	國立中興大學	520101	電機(與控制)工程學系	D 日	B 學士	380	24	87	19 臺中市	1 一般
0006	國立中興大學	520119	資訊科學與工程學系	D 日	M 碩士	128	0	43	19 臺中市	1 一般
0006	國立中興大學	520119	資訊科學與工程學系	D 日	B 學士	179	18	45	19 臺中市	1 一般
0006	國立中興大學	520201	(動力)機械工程學系	D 日	M 碩士	177	0	76	19 臺中市	1 一般
0006	國立中興大學	520201	(動力)機械工程學系	D 日	B 學士	395	29	78	19 臺中市	1 一般
0006	國立中興大學	520237	精密(機電)工程研究所	D 日	M 碩士	43	7	22	19 臺中市	1 一般
0006	國立中興大學	520239	生物(產業)機電工程學系	D 日	M 碩士	45	0	22	19 臺中市	1 一般
0006	國立中興大學	520239	生物(產業)機電工程學系	D 日	B 學士	219	17	52	19 臺中市	1 一般
0006	國立中興大學	520301	土木工程學系	D 日	M 碩士	138	0	67	19 臺中市	1 一般
0006	國立中興大學	520301	土木工程學系	D 日	B 學士	415	27	86	19 臺中市	1 一般
0006	國立中興大學	520301	土木工程學系	N 職	M 碩士	72	0	25	19 臺中市	1 一般
0006	國立中興大學	520401	化學工程學系	D 日	M 碩士	109	0	55	19 臺中市	1 一般
0006	國立中興大學	520401	化學工程學系	D 日	B 學士	199	16	54	19 臺中市	1 一般
0006	國立中興大學	520502	材料科學(與)(工程)學系	D 日	M 碩士	104	0	51	19 臺中市	1 一般
0006	國立中興大學	520502	材料科學(與)(工程)學系	D 日	B 學士	190	19	45	19 臺中市	1 一般
0006	國立中興大學	520901	環境工程學系	D 日	M 碩士	84	0	42	19 臺中市	1 一般
0006	國立中興大學	520901	環境工程學系	D 日	B 學士	211	14	52	19 臺中市	1 一般
0006	國立中興大學	520901	環境工程學系	N 職	M 碩士	83	0	21	19 臺中市	1 一般
0006	國立中興大學	620102	農藝學系	D 日	M 碩士	62	0	20	19 臺中市	1 一般
0006	國立中興大學	620102	農藝學系	D 日	B 學士	219	13	42	19 臺中市	1 一般
0006	國立中興大學	620203	動物科學(技術)學系	D 日	M 碩士	64	0	32	19 臺中市	1 一般
0006	國立中興大學	620203	動物科學(技術)學系	D 日	B 學士	199	14	45	19 臺中市	1 一般
0006	國立中興大學	620301	園藝學系	D 日	M 碩士	71	0	31	19 臺中市	1 一般
0006	國立中興大學	620301	園藝學系	D 日	B 學士	181	13	44	19 臺中市	1 一般
0006	國立中興大學	620402	植物病理(與微生物)學系	D 日	B 學士	211	16	45	19 臺中市	1 一般
0006	國立中興大學	620512	生物產業管理系	P 進	B 學士	212	0	44	19 臺中市	1 一般
0006	國立中興大學	620514	國際農企業學位學程	D 日	B 學士	94	2	26	19 臺中市	1 一般
0006	國立中興大學	620605	食品暨應用生物科技學系	D 日	M 碩士	93	0	34	19 臺中市	1 一般
